./data_letter/train/0.png,5
./data_letter/train/1.png,v
./data_letter/train/2.png,0
./data_letter/train/3.png,1
./data_letter/train/4.png,8
./data_letter/train/5.png,3
./data_letter/train/6.png,o
./data_letter/train/7.png,d
./data_letter/train/8.png,d
./data_letter/train/9.png,8
./data_letter/train/10.png,0
./data_letter/train/11.png,l
./data_letter/train/12.png,a
./data_letter/train/13.png,1
./data_letter/train/14.png,9
./data_letter/train/15.png,f
./data_letter/train/16.png,3
./data_letter/train/17.png,f
./data_letter/train/18.png,w
./data_letter/train/19.png,y
./data_letter/train/20.png,j
./data_letter/train/21.png,8
./data_letter/train/22.png,a
./data_letter/train/23.png,l
./data_letter/train/24.png,u
./data_letter/train/25.png,p
./data_letter/train/26.png,6
./data_letter/train/27.png,6
./data_letter/train/28.png,1
./data_letter/train/29.png,d
./data_letter/train/30.png,a
./data_letter/train/31.png,u
./data_letter/train/32.png,w
./data_letter/train/33.png,l
./data_letter/train/34.png,h
./data_letter/train/35.png,i
./data_letter/train/36.png,l
./data_letter/train/37.png,a
./data_letter/train/38.png,j
./data_letter/train/39.png,9
./data_letter/train/40.png,y
./data_letter/train/41.png,g
./data_letter/train/42.png,o
./data_letter/train/43.png,u
./data_letter/train/44.png,1
./data_letter/train/45.png,z
./data_letter/train/46.png,k
./data_letter/train/47.png,1
./data_letter/train/48.png,k
./data_letter/train/49.png,k
./data_letter/train/50.png,s
./data_letter/train/51.png,6
./data_letter/train/52.png,o
./data_letter/train/53.png,d
./data_letter/train/54.png,3
./data_letter/train/55.png,1
./data_letter/train/56.png,q
./data_letter/train/57.png,t
./data_letter/train/58.png,0
./data_letter/train/59.png,m
./data_letter/train/60.png,l
./data_letter/train/61.png,n
./data_letter/train/62.png,d
./data_letter/train/63.png,f
./data_letter/train/64.png,y
./data_letter/train/65.png,i
./data_letter/train/66.png,6
./data_letter/train/67.png,y
./data_letter/train/68.png,i
./data_letter/train/69.png,i
./data_letter/train/70.png,p
./data_letter/train/71.png,9
./data_letter/train/72.png,k
./data_letter/train/73.png,r
./data_letter/train/74.png,c
./data_letter/train/75.png,4
./data_letter/train/76.png,z
./data_letter/train/77.png,s
./data_letter/train/78.png,b
./data_letter/train/79.png,d
./data_letter/train/80.png,4
./data_letter/train/81.png,l
./data_letter/train/82.png,x
./data_letter/train/83.png,3
./data_letter/train/84.png,u
./data_letter/train/85.png,8
./data_letter/train/86.png,3
./data_letter/train/87.png,j
./data_letter/train/88.png,9
./data_letter/train/89.png,g
./data_letter/train/90.png,c
./data_letter/train/91.png,d
./data_letter/train/92.png,p
./data_letter/train/93.png,7
./data_letter/train/94.png,u
./data_letter/train/95.png,j
./data_letter/train/96.png,7
./data_letter/train/97.png,n
./data_letter/train/98.png,q
./data_letter/train/99.png,5
./data_letter/train/100.png,6
./data_letter/train/101.png,i
./data_letter/train/102.png,p
./data_letter/train/103.png,q
./data_letter/train/104.png,y
./data_letter/train/105.png,p
./data_letter/train/106.png,4
./data_letter/train/107.png,q
./data_letter/train/108.png,1
./data_letter/train/109.png,d
./data_letter/train/110.png,y
./data_letter/train/111.png,d
./data_letter/train/112.png,0
./data_letter/train/113.png,p
./data_letter/train/114.png,8
./data_letter/train/115.png,2
./data_letter/train/116.png,t
./data_letter/train/117.png,e
./data_letter/train/118.png,9
./data_letter/train/119.png,8
./data_letter/train/120.png,w
./data_letter/train/121.png,3
./data_letter/train/122.png,t
./data_letter/train/123.png,w
./data_letter/train/124.png,4
./data_letter/train/125.png,o
./data_letter/train/126.png,4
./data_letter/train/127.png,8
./data_letter/train/128.png,6
./data_letter/train/129.png,d
./data_letter/train/130.png,1
./data_letter/train/131.png,4
./data_letter/train/132.png,v
./data_letter/train/133.png,d
./data_letter/train/134.png,z
./data_letter/train/135.png,2
./data_letter/train/136.png,b
./data_letter/train/137.png,e
./data_letter/train/138.png,t
./data_letter/train/139.png,0
./data_letter/train/140.png,e
./data_letter/train/141.png,c
./data_letter/train/142.png,6
./data_letter/train/143.png,a
./data_letter/train/144.png,2
./data_letter/train/145.png,h
./data_letter/train/146.png,8
./data_letter/train/147.png,p
./data_letter/train/148.png,q
./data_letter/train/149.png,g
./data_letter/train/150.png,8
./data_letter/train/151.png,x
./data_letter/train/152.png,p
./data_letter/train/153.png,0
./data_letter/train/154.png,l
./data_letter/train/155.png,6
./data_letter/train/156.png,7
./data_letter/train/157.png,h
./data_letter/train/158.png,q
./data_letter/train/159.png,q
./data_letter/train/160.png,s
./data_letter/train/161.png,7
./data_letter/train/162.png,m
./data_letter/train/163.png,u
./data_letter/train/164.png,p
./data_letter/train/165.png,z
./data_letter/train/166.png,v
./data_letter/train/167.png,u
./data_letter/train/168.png,q
./data_letter/train/169.png,x
./data_letter/train/170.png,6
./data_letter/train/171.png,3
./data_letter/train/172.png,z
./data_letter/train/173.png,p
./data_letter/train/174.png,r
./data_letter/train/175.png,h
./data_letter/train/176.png,i
./data_letter/train/177.png,s
./data_letter/train/178.png,h
./data_letter/train/179.png,b
./data_letter/train/180.png,e
./data_letter/train/181.png,3
./data_letter/train/182.png,j
./data_letter/train/183.png,l
./data_letter/train/184.png,0
./data_letter/train/185.png,5
./data_letter/train/186.png,e
./data_letter/train/187.png,j
./data_letter/train/188.png,1
./data_letter/train/189.png,e
./data_letter/train/190.png,u
./data_letter/train/191.png,r
./data_letter/train/192.png,4
./data_letter/train/193.png,m
./data_letter/train/194.png,t
./data_letter/train/195.png,m
./data_letter/train/196.png,l
./data_letter/train/197.png,9
./data_letter/train/198.png,0
./data_letter/train/199.png,l
./data_letter/train/200.png,d
./data_letter/train/201.png,m
./data_letter/train/202.png,h
./data_letter/train/203.png,z
./data_letter/train/204.png,q
./data_letter/train/205.png,d
./data_letter/train/206.png,s
./data_letter/train/207.png,g
./data_letter/train/208.png,r
./data_letter/train/209.png,t
./data_letter/train/210.png,a
./data_letter/train/211.png,i
./data_letter/train/212.png,5
./data_letter/train/213.png,s
./data_letter/train/214.png,z
./data_letter/train/215.png,7
./data_letter/train/216.png,z
./data_letter/train/217.png,p
./data_letter/train/218.png,5
./data_letter/train/219.png,n
./data_letter/train/220.png,b
./data_letter/train/221.png,p
./data_letter/train/222.png,r
./data_letter/train/223.png,o
./data_letter/train/224.png,v
./data_letter/train/225.png,a
./data_letter/train/226.png,n
./data_letter/train/227.png,q
./data_letter/train/228.png,q
./data_letter/train/229.png,j
./data_letter/train/230.png,u
./data_letter/train/231.png,v
./data_letter/train/232.png,j
./data_letter/train/233.png,t
./data_letter/train/234.png,o
./data_letter/train/235.png,p
./data_letter/train/236.png,1
./data_letter/train/237.png,2
./data_letter/train/238.png,b
./data_letter/train/239.png,d
./data_letter/train/240.png,9
./data_letter/train/241.png,w
./data_letter/train/242.png,a
./data_letter/train/243.png,3
./data_letter/train/244.png,7
./data_letter/train/245.png,o
./data_letter/train/246.png,1
./data_letter/train/247.png,u
